"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV_21153","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Family Acetobacteraceae"
"ESV_21154","Bacteria","Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi"
"ESV_21155","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_21156","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_21157","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae","Family Ardenticatenaceae"
"ESV_21159","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"ESV_2116","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13"
"ESV_21160","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Family Rhodothermaceae"
"ESV_21161","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Family Saprospiraceae"
"ESV_21162","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ESV_21163","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rugamonas"
"ESV_21165","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_21166","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis"
"ESV_21167","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"ESV_21168","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea"
"ESV_21169","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_2117","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Thermoflexibacter"
"ESV_21170","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"ESV_21171","Bacteria","Cyanobacteria","Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia"
"ESV_21172","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Pelosinus"
"ESV_21173","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","Order OPB56","Order OPB56"
"ESV_21174","Bacteria","Cyanobacteria","Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia"
"ESV_21175","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Family Chitinophagaceae"
"ESV_21176","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_21177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Family Devosiaceae"
"ESV_21178","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_21179","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_21180","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella"
"ESV_21181","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV_21182","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_21183","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV_21184","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_21186","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Family Phormidiaceae"
"ESV_21187","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Family Microscillaceae"
"ESV_21188","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"ESV_21189","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium"
"ESV_2119","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ESV_21190","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_21191","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Renibacterium"
"ESV_21192","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_21193","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ESV_21194","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Family Roseiflexaceae"
"ESV_21195","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"ESV_21196","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Order Armatimonadales","Order Armatimonadales"
"ESV_21197","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"ESV_21198","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gillisia"
"ESV_21199","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_212","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Rudanella"
"ESV_2120","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_21200","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Order Rhizobiales","Order Rhizobiales"
"ESV_21201","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_21202","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_21203","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_21204","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Family Longimicrobiaceae"
"ESV_21205","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_21206","Bacteria","BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1"
"ESV_21207","Bacteria","Actinobacteria","Phylum Actinobacteria","Phylum Actinobacteria","Phylum Actinobacteria","Phylum Actinobacteria"
"ESV_21208","Bacteria","Firmicutes","Bacilli","Bacillales","Order Bacillales","Order Bacillales"
"ESV_21209","Bacteria","Chloroflexi","OLB14","Class OLB14","Class OLB14","Class OLB14"
"ESV_21210","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_21211","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_21212","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_21213","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea"
"ESV_21214","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_21215","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Order Gaiellales","Order Gaiellales"
"ESV_2122","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_2123","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","Family BIrii41"
"ESV_2124","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_2125","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ESV_2135","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Order Nostocales","Order Nostocales"
"ESV_2136","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Family Intrasporangiaceae"
"ESV_2137","Bacteria","Acidobacteria","Subgroup_6","Class Subgroup_6","Class Subgroup_6","Class Subgroup_6"
"ESV_214","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Family Geodermatophilaceae"
"ESV_2141","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius"
"ESV_2143","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_2144","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","Family Blfdi19"
"ESV_2147","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae","Wilmottia_Ant-Ph58"
"ESV_215","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Family Leptolyngbyaceae"
"ESV_2153","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola"
"ESV_2156","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Order Microtrichales","Order Microtrichales"
"ESV_2160","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Family Saprospiraceae"
"ESV_2162","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_2163","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_2166","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_217","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ESV_2170","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_2171","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","Family AKYH767"
"ESV_21726","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_21728","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","Family SM2D12"
"ESV_21730","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Order Saccharimonadales","Order Saccharimonadales"
"ESV_21732","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","Order Vampirovibrionales","Order Vampirovibrionales"
"ESV_21734","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB_OF53-F07"
"ESV_21735","Bacteria","BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1"
"ESV_21736","Bacteria","Acidobacteria","Aminicenantia","Aminicenantales","Order Aminicenantales","Order Aminicenantales"
"ESV_21737","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","Order 11-24","Order 11-24"
"ESV_2174","Bacteria","Planctomycetes","OM190","Class OM190","Class OM190","Class OM190"
"ESV_21740","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_21741","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_21742","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","Order WCHB1-41","Order WCHB1-41"
"ESV_21743","Bacteria","Verrucomicrobia","Verrucomicrobiae","S-BQ2-57_soil_group","Order S-BQ2-57_soil_group","Order S-BQ2-57_soil_group"
"ESV_21744","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ESV_2177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter"
"ESV_2179","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_218","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Family Phormidiaceae"
"ESV_2180","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_2184","Bacteria","Chloroflexi","Anaerolineae","SBR1031","Order SBR1031","Order SBR1031"
"ESV_2185","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_2186","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_2188","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV_2189","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV_219","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","Family AKYH767"
"ESV_2191","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"ESV_2194","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_2196","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_22","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Cyanobacteriaceae","Geitlerinema_LD9"
"ESV_220","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV_2201","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_2202","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_2204","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_2207","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"ESV_22074","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_22075","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22076","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_22077","Bacteria","Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria"
"ESV_22078","Bacteria","BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1"
"ESV_22079","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_2208","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV_22080","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria"
"ESV_22081","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Family Sphingobacteriaceae"
"ESV_22082","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_22083","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_22084","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_22085","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22086","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22087","Bacteria","Patescibacteria","Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria"
"ESV_22088","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Family Pseudonocardiaceae"
"ESV_22089","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22090","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22091","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niveitalea"
"ESV_22092","Bacteria","Actinobacteria","Actinobacteria","Class Actinobacteria","Class Actinobacteria","Class Actinobacteria"
"ESV_22093","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Family Rickettsiaceae"
"ESV_22094","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_22096","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Order Candidatus_Peribacteria","Order Candidatus_Peribacteria"
"ESV_22097","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosospira"
"ESV_22098","Bacteria","Proteobacteria","Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria"
"ESV_221","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"ESV_22100","Bacteria","Patescibacteria","Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria"
"ESV_22101","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_22102","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_22103","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_22104","Bacteria","Chloroflexi","SHA-26","Class SHA-26","Class SHA-26","Class SHA-26"
"ESV_22105","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_22106","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_22108","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Order Saccharimonadales","Order Saccharimonadales"
"ESV_22109","Bacteria","Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi","Phylum Chloroflexi"
"ESV_22110","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CE595"
"ESV_22111","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Family Chthoniobacteraceae"
"ESV_22112","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Family Saccharimonadaceae"
"ESV_22113","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Order Frankiales","Order Frankiales"
"ESV_22114","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Telmatocola"
"ESV_22115","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Family Microbacteriaceae"
"ESV_22116","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","SN8"
"ESV_22117","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera"
"ESV_22118","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_22119","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Chamaesiphon_PCC-7430"
"ESV_2212","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_22120","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family Sphingomonadaceae"
"ESV_22121","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Family Sphingomonadaceae"
"ESV_22122","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_22123","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Family Bacteriovoracaceae"
"ESV_22124","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Order Candidatus_Kaiserbacteria","Order Candidatus_Kaiserbacteria"
"ESV_22126","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Chamaesiphon_PCC-7430"
"ESV_22127","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Occidentia"
